elapsed_seconds_of_video,actual_elapsed_seconds,object_x_coordinate,object_y_coordinate,balloon_angle,acceleration
0.1,24.899861335754395,250,157,0.5729386925528337,0.1962196219621962
0.13333333333333333,25.119502544403076,250,157,0.5729386925528337,0.1962196219621962
0.16666666666666666,25.276618719100952,250,158,0.5743745330447144,0.19671149919904513
0.2,25.46479320526123,250,158,0.5743745330447144,0.19671149919904513
0.23333333333333334,25.60634446144104,250,158,0.5743745330447144,0.19671149919904513
0.26666666666666666,25.779139280319214,250,158,0.5743745330447144,0.19671149919904513
0.3,25.962674379348755,250,158,0.5743745330447144,0.19671149919904513
0.3333333333333333,26.119805812835693,250,158,0.5743745330447144,0.19671149919904513
0.36666666666666664,26.294222831726074,250,158,0.5743745330447144,0.19671149919904513
0.4,26.478129863739014,249,158,0.7179546384771434,0.24590327687591093
0.43333333333333335,26.639381885528564,250,158,0.5743745330447144,0.19671149919904513
0.4666666666666667,26.79652500152588,249,158,0.7179546384771434,0.24590327687591093
0.5,26.946728944778442,249,158,0.7179546384771434,0.24590327687591093
0.5333333333333333,27.119489908218384,249,158,0.7179546384771434,0.24590327687591093
0.5666666666666667,27.28022861480713,249,158,0.7179546384771434,0.24590327687591093
0.6,27.449056386947632,248,157,0.8593722359490231,0.2943662324022905
0.6333333333333333,27.606236219406128,248,157,0.8593722359490231,0.2943662324022905
0.6666666666666666,27.781607389450073,247,157,1.0025737947820386,0.3434551831498397
0.7,27.93095302581787,247,158,1.0050859962536602,0.3443165024630542
0.7333333333333333,28.088079929351807,247,157,1.0025737947820386,0.3434551831498397
0.7666666666666667,28.215850114822388,247,157,1.0025737947820386,0.3434551831498397
0.8,28.38866686820984,246,157,1.145762827914825,0.3925570228091237
0.8333333333333334,28.545950412750244,246,157,1.145762827914825,0.3925570228091237
0.8666666666666667,28.655752420425415,246,157,1.145762827914825,0.3925570228091237
0.9,28.783238649368286,246,157,1.145762827914825,0.3925570228091237
0.9333333333333333,28.88544487953186,246,157,1.145762827914825,0.3925570228091237
0.9666666666666667,29.042145490646362,246,156,1.1429063228319387,0.39157729707534666
1.0,29.19969081878662,245,156,1.2857243208451912,0.4405710552513688
1.0333333333333334,29.3251736164093,246,156,1.1429063228319387,0.39157729707534666
1.0666666666666667,29.466258764266968,245,155,1.2825270712251768,0.4394740067977935
1.1,29.623939037322998,245,155,1.2825270712251768,0.4394740067977935
1.1333333333333333,29.78466534614563,245,155,1.2825270712251768,0.4394740067977935
1.1666666666666667,29.930959224700928,245,155,1.2825270712251768,0.4394740067977935
1.2,30.085052490234375,245,155,1.2825270712251768,0.4394740067977935
1.2333333333333334,30.234208822250366,244,155,1.4249742597548136,0.48836189815732123
1.2666666666666666,30.385323524475098,244,155,1.4249742597548136,0.48836189815732123
1.3,30.516807079315186,244,155,1.4249742597548136,0.48836189815732123
1.3333333333333333,30.686100721359253,245,155,1.2825270712251768,0.4394740067977935
1.3666666666666667,30.79945158958435,245,155,1.2825270712251768,0.4394740067977935
1.4,30.94608426094055,245,155,1.2825270712251768,0.4394740067977935
1.4333333333333333,31.08763360977173,245,155,1.2825270712251768,0.4394740067977935
1.4666666666666666,31.213106870651245,244,155,1.4249742597548136,0.48836189815732123
1.5,31.354204416275024,245,155,1.2825270712251768,0.4394740067977935
1.5333333333333334,31.46403431892395,245,155,1.2825270712251768,0.4394740067977935
1.5666666666666667,31.605571269989014,245,156,1.2857243208451912,0.4405710552513688
1.6,31.74664831161499,245,156,1.2857243208451912,0.4405710552513688
1.6333333333333333,31.867805242538452,245,156,1.2857243208451912,0.4405710552513688
1.6666666666666667,32.04062581062317,246,156,1.1429063228319387,0.39157729707534666
1.7,32.20409154891968,246,156,1.1429063228319387,0.39157729707534666
1.7333333333333334,32.34480547904968,246,155,1.1400640235771424,0.3906024514052247
1.7666666666666666,32.48940706253052,246,155,1.1400640235771424,0.3906024514052247
1.8,32.59613656997681,247,155,0.9975868759701437,0.34174541177927026
1.8333333333333333,32.70545196533203,247,155,0.9975868759701437,0.34174541177927026
1.8666666666666667,32.84688639640808,247,155,0.9975868759701437,0.34174541177927026
1.9,32.96318054199219,247,155,0.9975868759701437,0.34174541177927026
1.9333333333333333,33.120315074920654,247,155,0.9975868759701437,0.34174541177927026
1.9666666666666666,33.2614324092865,248,155,0.8550973886093467,0.2929010695187166
2.0,33.41871356964111,249,155,0.7125973226153569,0.2440676077955675
2.033333333333333,33.54417324066162,249,154,0.7108292727057157,0.2434617942654449
2.066666666666667,33.70173478126526,249,154,0.7108292727057157,0.2434617942654449
2.1,33.837947607040405,250,154,0.5686739213965576,0.19475864107443056
2.1333333333333333,33.97754526138306,250,154,0.5686739213965576,0.19475864107443056
2.1666666666666665,34.103644132614136,251,154,0.4265115682948784,0.14606268472906406
2.2,34.26042699813843,251,154,0.4265115682948784,0.14606268472906406
2.2333333333333334,34.40196204185486,252,154,0.2843439633961508,0.09737212524244944
2.2666666666666666,34.54308342933655,252,153,0.2836401532178254,0.09713109330196311
2.3,34.69367027282715,253,153,0.14182094551042015,0.04856465398400883
2.3333333333333335,34.84670853614807,253,153,0.14182094551042015,0.04856465398400883
2.433333333333333,35.28052258491516,255,153,0.14182094551042015,0.04856465398400883
2.466666666666667,35.422075033187866,255,153,0.14182094551042015,0.04856465398400883
2.5,35.59544134140015,255,153,0.14182094551042015,0.04856465398400883
2.533333333333333,35.751593589782715,256,153,0.2836401532178254,0.09713109330196311
2.566666666666667,35.87703227996826,256,153,0.2836401532178254,0.09713109330196311
2.6,36.01852750778198,256,153,0.2836401532178254,0.09713109330196311
2.6333333333333333,36.15910291671753,256,153,0.2836401532178254,0.09713109330196311
2.6666666666666665,36.30063557624817,257,153,0.4254558854469623,0.1457011035065898
2.7,36.44214725494385,257,153,0.4254558854469623,0.1457011035065898
2.7333333333333334,36.58323526382446,258,153,0.5672664047780774,0.19427647058823533
2.7666666666666666,36.740421295166016,258,154,0.5686739213965576,0.19475864107443056
2.8,36.88150644302368,258,154,0.5686739213965576,0.19475864107443056
2.8333333333333335,37.03912615776062,258,154,0.5686739213965576,0.19475864107443056
2.8666666666666667,37.18021774291992,259,154,0.7108292727057157,0.2434617942654449
2.9,37.33737349510193,259,154,0.7108292727057157,0.2434617942654449
2.933333333333333,37.46245527267456,260,154,0.8529758727440594,0.2921739451756142
2.966666666666667,37.6039879322052,260,154,0.8529758727440594,0.2921739451756142
3.0,37.71381187438965,261,154,0.9951119726795908,0.34089689578713966
3.033333333333333,37.83973717689514,261,155,0.9975868759701437,0.34174541177927026
3.066666666666667,37.96523666381836,262,155,1.1400640235771424,0.3906024514052247
3.1,38.12241196632385,263,155,1.2825270712251768,0.4394740067977935
3.1333333333333333,38.26353740692139,264,155,1.4249742597548136,0.48836189815732123
3.1666666666666665,38.420695543289185,264,155,1.4249742597548136,0.48836189815732123
3.2,38.56177830696106,265,156,1.5713106117904414,0.5386097834204631
3.2333333333333334,38.68720865249634,265,156,1.5713106117904414,0.5386097834204631
3.2666666666666666,38.84388256072998,266,156,1.7140753637671071,0.5876584275817425
3.3,38.98500895500183,266,156,1.7140753637671071,0.5876584275817425
3.3333333333333335,39.15791201591492,267,156,1.8568188284442544,0.6367290452711788
3.3666666666666667,39.315059185028076,268,156,1.9995392390428441,0.685823479966377
3.4,39.45619463920593,268,157,2.0045340141553507,0.6875422392430728
3.433333333333333,39.60533905029297,269,157,2.1475854090669277,0.7367861054608043
3.466666666666667,39.75447106361389,269,157,2.1475854090669277,0.7367861054608043
3.5,39.895546436309814,269,157,2.1475854090669277,0.7367861054608043
3.533333333333333,40.037118911743164,269,157,2.1475854090669277,0.7367861054608043
3.566666666666667,40.17818784713745,270,158,2.2963447612722705,0.7880340998458586
3.6,40.30717945098877,271,158,2.4396979816805824,0.8374601037051952
3.6333333333333333,40.445209980010986,271,158,2.4396979816805824,0.8374601037051952
3.6666666666666665,40.57114839553833,271,158,2.4396979816805824,0.8374601037051952
3.7,40.70817995071411,271,158,2.4396979816805824,0.8374601037051952
3.7333333333333334,40.84121537208557,272,158,2.5830206455041695,0.8869178043392058
3.7666666666666666,40.98230314254761,272,158,2.5830206455041695,0.8869178043392058
3.8,41.110045433044434,271,159,2.4458204414004454,0.8395719571198179
